rating,date,reviews,feedback
2,30-Jul-18,"I don't like how I cannot load my Hulu account, it is also very slow. I know it is not my Internet connection because I have an Xbox One that works just fine, but my Fire TV Stick takes forever to load anything.",0
5,30-Jul-18,It worked exactly as expected and the speaker has great sound. It is perfect for my classroom!,1
5,30-Jul-18,"I’m really enjoying this product. Love the flash briefing, the timers, the weather reports and more.",1
5,30-Jul-18,"so far, so good, works great.",1
5,22-Jun-18,Like new,1
3,27-May-18,"It works great, but the reason I'm leaving 3 stars is because it wont play unless it plugged in the whole time. Pretty irritating especially when there is no outlet available.",1
5,06-Jun-18,Perfect. Could not tell the difference from a new one.,1
5,30-Jul-18,Super easy to hook up and program. I use the music feature the most but I love how I can set reminders from my phone and my Echo will remind me at the set time. It’s great for my news updates too!,1
5,29-Jul-18,"Like the little spot,  now our guest room is Alexa enabled.",1
5,19-Jul-18,"I love this little gadget, replaces my old clock basically, love i can listen to music in the morning get weather updates, news briefs.  Let's me know when a amazon order is arriving & has been delivered etc.  Yes it's a little pricey, but purchased it on Amazon Prime Now during Prime Day and it was delivered same day for $99.",1
1,30-Jul-18,"Stopped working after 2 weeks ,didn't follow commands!? Really fun when it was working?",0
5,30-Jul-18,Use the product for music and it’s great!,1
5,21-Jun-18,Love it -- the best.  My experience with refurbished devices is excellent.,1
5,29-Jul-18,"I really have enjoyed it.  Changing the Directv channels, plays iHeartRadio and Pandora , adjusts the ac thermostat and turns the living room lights and outside lights.",1
5,30-Jul-18,I love it! I use it for everything. It’s a part of my daily routine,1
5,11-Jun-18,"Love my Alexa Echo Dot - I have two of them now - one new, one refurbished.  Both work great and it has become my go to for sooo many things.  I love it as an alarm every morning or whenever.  I love it to play music or sounds of the ocean, or nature sounds when I am trying to sleep.  Just love it for so many things.",1
4,30-Jul-18,I like almost everything,1
5,30-Jul-18,Really like it,1
4,30-Jul-18,"Some times Alexa is a little &#34;thick&#34;, but mostly good!",1
5,31-Jul-18,Works great. Bought as a gift for my boyfriend. Easy & fun to use.,1
5,30-Jul-18,"Works beautifully, excellent sound.",1
3,22-Jul-18,"Would be 5 stars if you could turn off the &#34;Things to Try&#34; screen!!!  I should have read up on this before buying the Spot.  Amazon, please update to enable us to turn this off!  It is SO extremely annoying to look over to see the time but instead see &#34;Things to try&#34;.",1
5,29-Jul-18,"We love having this in our kitchen! Very convenient to look up recipes, listen to the news, or watch prime video while I'm cooking",1
4,30-Jul-18,Initially harder to set up called tech wasn’t that knowledgeable now working great.,1
5,30-Jul-18,"I’m just learning about this product, but what I know I love !",1
5,29-Jul-18,Cool,1
5,30-Jul-18,Love it!,1
5,29-Jul-18,But not very loud,1
5,30-Jul-18,"I love being able to control lights, doors and music.",1
4,30-Jul-18,works great but speaker is not the good for music. Will need to get a Bluetooth speaker.,1
2,31-Jul-18,It is much more difficult to use than the Chromecast.,0
5,29-Jul-18,My new BFF!,1
5,28-Jul-18,"Great product, great price on Prime Day.  Thanks Alexa!",1
5,29-Jul-18,Easy to setup. Love all the things she does.,1
4,30-Jul-18,"I like to use it for listening to podcasts.  I like to set up the greeting in the morning to tell me what's new.  The one thing I don't like was getting it to recognize the radio station I wanted to listen to.  I finally got it working, but had to work through the bugs.",1
1,30-Jul-18,I would love this remote if i wasnt spending so much money replacing the batteries. Its upsetting that i spent money on such a great device all for the batteries not to last.,0
2,19-Jul-18,This thing woke me up in the middle of the night saying “ready for setup”. It was already setup. Should be a simple thing to check  time before asking. Wife not happy...,0
5,30-Jul-18,so far i am liking it although i am probably not using it to the full capasity,1
5,30-Jul-18,Use the product for music and it’s great!,1
5,30-Jul-18,"This device is perfect for a smart nightstand clock. I love how it dims based on the ambient light in the room. Its the first nightstand clock I have had in my bedroom in years because the lighting and glow from typical alarm clocks bother me when trying to sleep. The screen on this dims when the lights in the room go out and is not bothersome at all.Overall a great addition to my smart home. Its nice to be able to tell Alexa to turn on/off the bedroom lights without even getting out of bed or reaching for your phone. I have a bunch of other Alexa devices, but this was the first one with a screen.",1
5,30-Jul-18,Very satisfied with the product,1
5,28-Jul-18,"This was a replacement. It was really easy to set up. I had to reauthorize my smart items to work with the new hub, but installation was easy and instructions were clear.",1
5,28-Jul-18,"We’ve had the original Echo for quite some time and just recently added the Show.  It was simple to setup and more inviting to use with the visual interface.  The Echo is being used as the primary interface for my connected home system which is currently only controlling lights and switches.  I look forward to expanding on that capability.  We also use it for maintaining lists, as a music player, general information, and entertainment.  I haven’t used the Show to shuffle through our favorite  photographs but will start that soon.",1
5,30-Jul-18,"It was smaller than I had anticipated, and when I say that I very much mean it. However, it still works very well! Quality sound, easily programmed, easy to work with, but Alexa is not anywhere as good as other voice programs.",1
5,30-Jul-18,"Very helpful for playing music, setting alarms, and talking to you when you are lonely.",1
5,30-Jul-18,Easy to use and fast setup,1
5,02-Jul-18,"Works great, never had any issues.",1
5,02-Jul-18,outstanding I use all the time....works just like they say,1
5,30-Jul-18,We have so much fun with this!  So easy to use that even my four year old loves talking to Alexa!!,1
5,28-Jul-18,This is very user friendly,1
5,28-Jul-18,I love being able to see information that Alexa gives.  When notifications are turned on it lets you know when your order will be delivered and it also tells you what the order is. You can use the Echo screen to pull up details of your orders. You can use the Alexa skill to make calls from uhyour Echo.,1
5,30-Jul-18,I like the echo show its the best! big screen you can watch movies preview from the movie and alexa will answer all your question you name it.,1
1,25-Jul-18,It worked for a month or so then it stopped. I've tried everything to try and make it work but nothing is working. I want a refund,0
5,30-Jul-18,"Music, weather, time.",1
5,30-Jul-18,I've had previous experience with the echo Dot and this just blows all previous expectations out of the water!It's great since it can play videos and music from multiple sources and the speakers are pretty loud.,1
2,30-Jul-18,Nope. Still a lot to be improved. For most of the things we ask.. It says.. Hmmmm.. I dont know that.,0
5,30-Jul-18,Awesome product,1
5,29-Jul-18,I have been wanting one of these for a while now.  Bought on Prime Day and absolutely love it.,1
4,30-Jul-18,I like it and it’s helful but it can only do certain thongs that is supported by amazon.,1
4,30-Jul-18,"Awesome product, very responsive!Alexa just needs more content and variety when it comes to music. It uses the Bing search engine instead of google. If only the two could combine. It would be a perfect product.",1
5,29-Jul-18,Funny how you buy something just because it looks fun and it winds up being a totally useful part of your home!!!  Loving it!!,1
5,30-Jul-18,Love the echo I purchased it for company for my husband he is 83 and Alexa is great all he has to do is say her name and she tells him a joke and plays his favorite songs,1
2,30-Jul-18,I would not recommend this to anyone. It won't load netflix or if it does on rare occasion it won't run the program all the way thru. It tells you the we are unable to process this title at this time. Try again later.  It is not the Netflix site cause I can stream it just fine on my computer.  Its the Firestick. very disappointing.,0
5,30-Jul-18,"Alarm,bed time story, universal",1
5,30-Jul-18,Awesome device to have in home.  Full of very useful information.  Don't have to us e my phone to answer spur of the moment questions.,1
3,29-Jul-18,"After two weeks I am not sure if I like the ever present Alexa to have a screen as well.  I bought it to be a abay monitor combined with a wifi camera, and that works.  But the screen is always on unless you tell it to turn it off - instead of just a talking cylinder you now have a mini screen that not only talks to you but also writes out everything it says or shows accompanying video.  There is something about only audio that made Alexa different, no I some ways it is a TV that you can talk to.",1
4,30-Jul-18,Works good for the most part. You ask it some questions and she says she doesn’t know. I thought she was supposed to know everything,1
5,30-Jul-18,Love how I can take it on vacation and use it. Very easy to set up.,1
4,28-Jul-18,"So far I like it.  I bought it just for some music though, and it sounds pretty good.",1
5,25-May-18,Great product,1
1,21-Jul-18,Disconnects often,0
3,30-Jul-18,"Doesn't know half the things asked. Can't recognize my sprinkler wifi controller, even though product details says it is compatible. Can't program or change my wifi thermostat settings and its matched up on same wifi router. Just a handy music player. That's if you have Amazon Music.",1
5,16-Jun-18,Purchased for my 83 year old mother-she loves talking to Alexa! Very responsive-can detect its “name” from all over the room.,1
5,30-Jul-18,Great addition to our breakfast room kitchen.  Tunes and information instantly available.  Slowly learning more features.,1
5,28-Jul-18,Love it,1
1,22-Jul-18,"I own 3 of these...  amazon is ignoring its customers and using these devices as a marketing tool.  You can customize the screen contents, but you cannot turn off there advertising, Things to Try...  People will suggest that you can, but you can only do so if you turn off all content changes which is not an acceptable option.Moreover, they should increase the size slightly, and improve the audio speaker.  That would give you a 5 star device.Right now i’m debating whether to return all 3 devices.  My wife says we should.",0
3,30-Jul-18,Works very well for Amazon and Netflix but will not a let all viewing platforms like VUDU. It also will shut down if HULU is played for more than a couple minutes and yes I have it directly plugged into the wall so low power source is not an issue (even checked outlet voltage) an issue which is typically the answer you get for that issue.over all the quality of the picture is quiet well and is a user friendly platform to use If they would fix those two issues I would have one on every tv in the house but as it sits this will be our only one. to bad to because I relay like amazon products and having Alexa is always nice,1
5,30-Jul-18,"We really love our Echo Dot, we can get questions answered right away and play any music we can think of.",1
5,30-Jul-18,This is my second one. I have one in the kitchen and wanted another in my home office.It is amazing for a quick look up while I am working. I live a very busy life and it helps keep me on track with work and personal appointments.I will buy for holiday gifts for my whole family. The gift of organization and information at a voice command away.,1
5,30-Jul-18,Good speaker for bedroom or office,1
5,28-Jul-18,awesome product! I am in the process of having every room in my house set up with automation and The Show is now my favorite device!,1
2,30-Jul-18,"Alexa is pretty dumb ,,,",0
5,30-Jul-18,Easy setup  Love it!,1
5,30-Jul-18,Perfect for a home office,1
5,30-Jul-18,Second one for my house. This is great...I am not tech oriented and all I have to do is hold down a button and talk. Now I am watching tv too much! LOL!,1
4,30-Jul-18,We love the Show.  It loses the connection every now and then but not sure if that is an Show issue or our internet issue.  But overall we use it for many applications.,1
5,30-Jul-18,Up dated news,1
5,27-Jul-18,Love it!,1
5,30-Jul-18,I love all that you can do with the Echo Spot!,1
5,08-Jul-18,Started here with Amazon productsAnd I regret nothing is been absolutely great journey and my products continue to improve my day-to-day life,1
3,30-Jul-18,The speaker could be better...,1
5,29-Jul-18,Our family really loves this new Echo,1
2,30-Jul-18,Very disappointed.  Alexa doesn’t hear me and doesn’t respond to my requests.,0
5,30-Jul-18,Love it. Added it to an upstairs bedroom,1
4,30-Jul-18,The outlet does not work with it. Was disappointed in that.,1
5,03-Jul-18,Easy set up,1
5,30-Jul-18,Clear music,1
4,30-Jul-18,Haven't used it enough,1
5,30-Jul-18,so far love it working on getting more things set up love the grocery list app,1
5,29-Jul-18,Mainly use it for the music but I’m learning more all the time.  Really nothing bad to say about it,1
5,30-Jul-18,I love this item and being able to hear any kind of music.  I enjoyed it so much that I ordered another.,1
5,29-Jul-18,Enjoyed entire echo experience,1
5,30-Jul-18,Love it!! Super fun! Easy to use! My three year old even gets involved,1
5,31-Jul-18,Very easy to install. Voice control is great.,1
3,28-Jul-18,It doesn’t play you tube videos,1
5,30-Jul-18,The sound is amazing and many collections of all music,1
5,30-Jul-18,Good sound works well,1
4,30-Jul-18,"This is great for music, video calling, kitchen timers, and probably a bunch more. The only reason I gave it 4 instead of 5 stars is because of the ever-floating ""things to try"" on the home screen. This is purely an aesthetic complaint, but hopefully soon Amazon allows the option to shut it off.",1
5,29-Jul-18,"I love my Echo show!  and now i have this in my bedroom and it's wonderful!, music, info, sleeping sounds!",1
5,28-Jul-18,Wonderful product.  Love alexia,1
5,30-Jul-18,New to Alexa. Like this spot a lot.,1
5,23-Jul-18,Husband loves it!,1
5,30-Jul-18,"Love being able to see, as well as hear things.  Sound is better, too!",1
4,31-Jul-18,I like how it will connect to bluetooth without an adapter like the Google. Only reason for 4 stars is volume level without external speaker. Easy to use.,1
4,30-Jul-18,Easy to setup.  Sometimes Alexis does not work the greatest. The connection fire stick and WiFi is way bettter than Netflix .,1
5,30-Jul-18,"Works great, love the fact you can play the same music on a group of devices.",1
5,30-Jul-18,i do wish the dot could connect to the fire stick but both products still worked flawlessly,1
5,30-Jul-18,"Just like it's big sister, the Echo, only smaller, with slightly less audio fidelity, but much lower price (on amazon prime day:-)Used in another room to add Alexa to an additional room.",1
5,30-Jul-18,awesome.understands my kids,1
5,30-Jul-18,"Works exactly how you would expect, right out of the box. I love being able to not only hear, but now see, what I need on this device. I loved my regular echo, but the Show is just so much better!  It works wonderfully for music (especially paired with the Amazon music account) and is perfect with my ring doorbell. Love it!",1
5,30-Jul-18,"daughter wanted a white boombox, nothing good out for 11 yr old.  decided to go echo dot for most any request + white BT good speaker.  she loved the gift and nice option for many things on the internet.",1
5,02-Jul-18,Love it!,1
5,30-Jul-18,Easy to set up,1
1,29-Jul-18,Returned from repair with No repair done. It has a problem which requires it to be on for a while for the defective part to show itself.I sent it for repair and got it back without being fixed.  The site gives no option to complain from the page.I have a echo spot which works perfectly in the same position.,0
5,30-Jul-18,This is great item and just added audible books which makes it even better. Thank you!,1
4,30-Jul-18,I really love my dots! So awesome how it’s connects all my rooms. But like you’ve read with other reviews they are definitely lower in volume. Which I’m sure if I connected it to speaker or another device it would be great. But as a stand alone the volume is just ok. Definitely not like my tall echo. And the dots don’t pick up voice as good as my tall echo.Still totally love them and would recommend 100%,1
5,02-Jul-18,Very happy,1
5,29-Jul-18,"Not perfect but very good! A few times Alexa picked up something from TV, and has a very slight problem with smart home equipment in that she gets confused with what we want to call things. If you call something &#34;light&#34; in the app you need to say light, not &#34;lights.&#34; Echo Plus has no problems as a smart hub but I could use better user directions. Well worth owning and a good step to making my home Smart!",1
4,20-May-18,"Works well, but the speaker is not so grand. Getting another speaker to drop this into. In the future I would have just gone with the full size echo.",1
3,28-Jul-18,I like the list ability and the music I can play.  I do not like that I can not create a playlist without using the app and even then Alexa will not play my songs I have to do it through my tablet or phone.  I also do not like that Alex can not print again it has to be done through the app.,1
1,30-Jul-18,It don’t show nothing,0
5,29-Jul-18,bought for my wife she loves it,1
5,29-Jul-18,Very responsive. Great sound quality for its size.,1
4,27-Jul-18,Works well and was easy to set up.,1
5,29-Jul-18,I received the echo in perfect condition. The device was easy to set up and responds quickly and without any issues. Alexa is a great addition to our family!,1
5,30-Jul-18,"Great fun getting to know all the functions of this product.  WOW -- family fun and homework help.  Talking with other grandchildren,who also have an Echo, is a HUGE bonus.  Can't wait to learn more and more and more",1
5,29-Jul-18,We got this as a wedding gift and haven’t discovered all of its features yet. Will update. Playing music is great though!,1
5,29-Jul-18,We got this as a wedding gift and haven’t discovered all of its features yet. Will update. Playing music is great though!,1
5,30-Jul-18,"Love it!! It is so handy and easy to use. Got it for my classroom, but I many need to just get another one.",1
5,30-Jul-18,Have the echo wanted something smaller in another room  they work together great,1
5,30-Jul-18,"I love this device! All the functionality of an Amazon Echo with the added benefit of a video screen. It looks great on my nightstand as a clock (lots of faces to choose from) and displays weather, reminders, etc. I think it can do video calls too but I use FaceTime for that anyway. It’s a great shape and doesn’t take up a lot of room. I’m planning to get another one for my guest room. Awesome for a great price!",1
5,29-Jul-18,"I already have an Alexa and with Amazon find today I could not resist getting an echo also. It is the best thing I ever did, I use them on each side of the house! And couldn't be happier!",1
4,30-Jul-18,Enjoying it and still learning all the commands.  Ran into one frustrating issue.  It was not user friendly when trying to set up voice recognition for a household.,1
4,28-Jul-18,Sound very nice perfect for the price,1
5,29-Jul-18,Works as advertised,1
2,24-Jul-18,Doesn't use apple music.  It is worthless to me without it.  Sound quality on it is also poor.,0
5,30-Jul-18,"Makes turning on and off things in the house so simple. Great for little updates as well, like checking the weather and such.",1
1,30-Jul-18,Garbage...Even trying to watch Amazon Prime Video this piece of garbage looses internet connection half way thru a show. The cheapest Roku works 100 time better. DO not waste your time or money on this piece of garbage.,0
4,30-Jul-18,Works great sounds great does not miss a beat wish it had a battery for better portability,1
4,30-Jul-18,I just this for listening to talk radio in the morning and turning lights on and off etc. The system does an excellent job as a full house sound system streaming Sirius.,1
5,30-Jul-18,"I like being able to tell Alexia the music I want to hear, but sometimes she has trouble finding the song if I am not very specific about the title.",1
5,30-Jul-18,This thing is great if you have internet and amazon prime.,1
5,29-Jul-18,"Works great, video call function nice when communicating through drop-in",1
5,28-Jul-18,"Easy setup using the app, which was also easy to install on my phone.  The sound quality while for listening to music on Pandora is wonderful!!",1
5,28-Jul-18,Almost as good as my Bose. Love the whole house music.,1
5,28-Jul-18,"More than I expected. I use it for timers, alarms, shopping lists, calendar events, news, weather, and so much more.",1
5,23-Jul-18, ,1
5,30-Jul-18,The sound from this Echo 2nd Generation is phenomenal!  Not to mention that I just love Alexa!  She is very helpful.,1
5,28-Jul-18,"Love to have meditation music, I use it as a morning alarm, just to mention few in general I love it",1
4,24-May-18,Overall it works very well. Some connectivity issues but it was definitely worth the money!,1
5,27-Jun-18,You could not tell this was refurbished. Works Excellent. I would highly recommended instead of purchasing new.,1
4,30-Jul-18,"It’s still a great product.But the sound quality does seem worse.Don’t get me wrong. You definitely get used to it within an hour. But it definitely feels like echo gen 1 sound quality was better.Besides that , it’s great.With the addition of being able to play Just over Bluetooth with no WiFi, it’s even better.",1
5,30-Jul-18,Easy to set up and start using.. works as advertised.,1
5,30-Jul-18,Bluetooth sound is great. Videos are crazy. It’s an amazing device.,1
5,30-Jul-18,Easy to use!,1
4,30-Jul-18,"I like to use it for listening to podcasts.  I like to set up the greeting in the morning to tell me what's new.  The one thing I don't like was getting it to recognize the radio station I wanted to listen to.  I finally got it working, but had to work through the bugs.",1
1,14-Jun-18,cant seem to get this thing to sink with my wireless not sure If I will be returning it will try one more time.,0
5,28-Jul-18,We like the video calling feature. We got this so we can be in contact with our elderly parents and it works well,1
5,30-Jul-18,The echo works well. I was able to sync it with my other Amazon music devices.,1
4,30-Jul-18,My son loves his Echo Dot.,1
1,30-Jul-18,"My old amazon fire stick kept crashing when using Sling TV.I bought this one thinking the old one was defective.This one is doing the same thing. When going back into Sling, it starts up where I left off in the program.",0
5,30-Jul-18,Love my Echo. Still learning how every thing works but having tons of fun.,1
4,30-Jul-18,Still learning it,1
5,30-Jul-18,I love how compact it is.,1
5,30-Jul-18,It's fun to use... I love novelty gadgets... And Alexa really works well for me...,1
5,30-Jul-18,Love it. Added it to an upstairs bedroom,1
4,03-Jul-18,"Was debating between a 4 and a 5 star review. The one challenge with the hub is that Phillips has added functionality that only works with their hub. Basic functionality works with this unit, but now I need two apps to set everything how I want it instead of one, which has caused some user issues. It's woken up a couple times without the trigger word, which I find highly unsettling. We have minor issues with it not always picking up what we say correctly, but it's usually just one or two repeats if that happens.The speaker is great quality and easily covers the kitchen/living room. The sleek design is not obtrusive. My girlfriend has had fun interacting with it and we've had entertaining conversations with it.",1
4,30-Jul-18,"Tons of features and skills, and a very good speaker with plenty of bass for music. You still need some work on the AI, in responding to random questions though. My Android phone is far better at those... with the Echo I still get a lot of &#34;hmm, I'm not sure&#34; or &#34;I don't have an opinion on that.&#34;",1
5,30-Jul-18,I'm addicted to this thing.,1
5,29-Jul-18,Great product,1
5,29-Jul-18,Funny how you buy something just because it looks fun and it winds up being a totally useful part of your home!!!  Loving it!!,1
2,30-Jul-18,Sad joke. Worthless.,0
5,29-Jul-18,I having it in my living room. Music sounds really good in my living room . I can hear it upstairs.,1
5,30-Jul-18,I really like the echo dot. It’s amazing to be able to set an alarm or timer just by talking to the echo dot.,1
5,30-Jul-18,I am in love with alexa,1
5,31-May-18,The voice clarity has made my eavesdropping efforts so much easier - the government. :),1
5,28-Jul-18,Great sound for the size and the prize!! And of course....Alexa!,1
5,29-Jul-18,I love it!!,1
4,22-Jul-18,I love it but does not play well with my Amazon Prime... many shortcomings and potential fees,1
5,30-Jul-18,Powerful little stick,1
5,25-May-18,WORKS GREAT,1
5,19-Jul-18,"Got one for me and for my son on Prime Day. We love them! I want one in every room, but that would be excessive.",1
5,28-Jul-18,I like the volume up and down on the top so I can turn it down quickly.,1
5,29-Jul-18,We're thoroughly enjoying our Amazon Echo. Installation was easy using the Alexa app. I purchased 2 Kasa smart plugs to control our living room lights. Installation again was easy using the Kasa app. They sinqued right up with the Echo. We're enjoying playing music with the Echo and the sound quality is awesome. We've added a Kasa smart bulb for our kitchen. Setup was seamless. We're looking forward to adding more automation to our home.,1
5,30-Jul-18,Love it.  It works great.  Alexa still has some problems  but it is getting better every day.  I'm not an expert but I think the sound quality is fine.  Not perfect but good.,1
4,30-Jul-18,Enjoying it and still learning all the commands.  Ran into one frustrating issue.  It was not user friendly when trying to set up voice recognition for a household.,1
3,29-Jul-18,Eh it’s cool and all but also kinda boring I don’t really know what to do with it other than it being a desk clock so 3/5 is about right. I can’t connect to my Spotify unless it’s premium and I’m in college and I’m not paying or that or amazon music so,1
5,29-Jul-18,"Doesn't work with my fairly new smart TV, but that's mainly the TV manufacturers(LG) fault due to not supporting anything older than TVs from this year. My smart locks also need an additional piece of equipment in order to connect as well. Speakers sound great and works very well.",1
5,26-Jul-18,Love all the cool thing I can do!,1
5,30-May-18,Great little thing. Works better than siri.,1
5,30-Jul-18,"Cool little piece of tech...we’re still learning some of its functions and possibilities, but I can see some potential.  Even my ‘technically challenged’ wife already figured out how to video call our daughter.",1
5,05-Jul-18,Great,1
5,01-Jun-18,I loved it it works great,1
5,19-Jul-18,https://www.amazon.com/dp/B073SQYXTW/ref=cm_cr_ryp_prd_ttl_sol_18,1
3,28-Jul-18,I was hoping for a better clock face to make this an alarm clock replacement .  The display brightness dims too much at night to accomplish this task.The display works well for camera viewing.It is an attractive device. and a decent value at $99,1
5,28-Jul-18,Great size for bedside. Plus it dims at night!!,1
5,30-Jul-18,I have a friend now.,1
5,28-Jul-18,This is my second Show.  I like them very much.  I use mine for music and my Arlo security cameras.  I can connect and display my outdoor cameras by voice. They are exceptionally capable devices.  I highly recommend them.,1
5,30-Jul-18,The Echo is wonderful but I'm still learning how to use it. Music requests are somewhat limited.,1
5,30-Jul-18,this is so much fun to play with - I just ask to set an alarm to wake in the morning and when it goes off I tell Alexa to turn it of - Alexa learns from the questions I ask. SHe will play music that you ask her to play if its the amazon music domain. If I wake up in the middle of the night I do not have to turn on a light I just ask alexa what time is it. When I want the current weather she tells me. Ask her what going on in the city she knows. Call a friend she will dial ( I haven't used that one yet but she said she could if its in y contacts.,1
3,14-Jun-18,"I love Alexa, but the sound on the dot is not the best. I own an echo 2nd gen for the kitchen/living room and got this for my bedroom, but there’s a SIGNIFICANT difference in sound. The dot lacks a full base sound and sounds as if it’s coming off a cheap portable speaker. I was REALLY disappointed. I returned it right away and just shelled out the money to buy a second echo 2 for my bedroom also.",1
5,24-Jul-18,"well what can you say,  Love It  Love It  Love It  enough said",1
5,30-Jul-18,Works like a charm. Fast delivery and no problems.,1
4,30-Jul-18,"I love this little Spot more than I thought I would. The sound is great for such a little thing...my music plays nice and loud and clear. The video is terrific...I was watching some Prime shows just for the heck of it, and I was really impressed. Immediately convinced my mom to buy my sister one for her birthday!Only thing that kept me from giving it 5 stars...I really wish it was cordless. I love having it in my kitchen but trying to find a place to plug it in is a pain. And it won’t connect to my Bluetooth speaker while playing Amazon Prime Music for some reason, which is a drag when I want to hear it in the dining room during dinner. Of course, if it was CORDLESS I could just bring it with me...otherwise, I absolutely love it and will probably buy another one!",1
5,29-Jul-18,"Bought this a few weeks ago -  everything about this product is excellent !!!!! Don't forget to buy a charger when ordering, it's a must have to take outside by the pool and not have to worry about hiring an electrician to put in outlets all over the yard.",1
4,30-Jul-18,Small speaker tin sound. Great with good Bluetooth speaker.,1
5,30-Jul-18,works like any other one!,1
